"On the adjoining page we hand you an indent for various lines,which please ship at once.
","우리는 이미 구매를 위탁한 각종 상품을 부록 페이지에 열거하여 설명하였으니, 즉각 선적해 주시기 바랍니다.
"
"The fund wants a hundred pounds of the sum needed.
","자금의 필요액수가 아직 100파운드 부족하다.
"
"Let's go for a sail this afternoon.
","우리 오늘 오후에 배를 타고 유람하자.
"
"I fiddled away the whole afternoon doing nothing.
","나는 오후시간을 아무 일도 못하고 모두 낭비했다.
"
"The cow gives us milk.
","이 소는 우리에게 우유를 준다.
"
"The government's plans for education will put the clock back 20 years.
","정부의 교육계획이 20년 후퇴할 것이다.
"
"The danger recalled him to a sense of duty.
","위험이 그로 하여금 자신의 책임감을 의식하게 했다.
"
"It will take a lot of work to finish the job.
","그 일을 끝내기 위해서는 아주 많은 노력을 들여야 할 것이다.
"
"He sprang up from his seat.
","그는 그의 자리에서 뛰어 올랐다.
"
"These goods will be unloaded (or landed)in an hour.
","1시간 후에 짐을 내릴 수 있다.
"
"We followed the path zigzagging up the steep slope.
","우리는 작은 길을 따라 고불고불 험한 비탈길을 올라갔다.
"
"His political ideas are rather extreme.
","그의 정치사상은 상당히 극단적이다.
"
"It's a really first-chop new play.
","이것은 진정한 일류의 새로운 연극이다.
"
"Her name has been put up for the Political Economy Study Group.
","그녀는 이미 정치경제학 학습소조의 성원으로 지명되었다.
"
"interestingly ,he was only seven when he composed the sonata.
","재미있는 것은, 그가 그 소나타를 작곡했을 때, 나이가 겨우 7세라는 것이다.
"
"His weaknesses cancel out his virtues.
","그의 결점이 그의 뛰어난 점을 상쇄한다.
"
"The Butlers are looking for a modernly designed house.
","버틀러 부부는 설계가 현대화된 집 한 채를 찾고 있는 중이다.
"
"The filter cleans the fuel before it enters the engine.
","연료가 엔진에 들어오기 전에, 여과기가 먼저 그것을 여과한다.
"
"They were starting to fight when their father intervened.
","그들이 막 싸우려 할 때 그들의 아버지가 그들을 저지했다.
"
"no smoke without fire.
","불이 없이 연기가 나지 않고 바람없이 파도가 치지 않는다.
"
"He said he couldn't go because his evenings were already broken into far too much.
","그는 갈 수 없다고 말했는데, 왜냐하면 그는 매일밤 끝을 낼 수 없을 만큼 바쁘기 때문이다.
"
"We plan on visiting your city next month.
","우리는 다음달에 너희 도시를 방문할 계획이다.
"
"This boat will bear up under hurricane winds.
","이 배는 허리케인을 막아낼 수 있다.
"
"It's the river that I can see from here.
","내가 이곳으로부터 볼 수 있는 것은 바로 그 강이다.
"
"The servants live belowstairs.
","하인은 아래층에서 산다.
"
"Our project is not yet concrete.
","우리들의 계획은 아직 모양이 갖추어지지 않았다.
"
"Is there anybody around?
","여기에 사람이 있습니까?
"
"I have an appointment with the doctor.
","나는 이미 진찰을 받기로 의사와 약속을 했다.
"
"My son is aged 10 years.
","나의 아들은 10살이다.
"
"let it be done at once.
","이 일은 즉가 처리해야 한다.
"
"The inexplicable disappearance of the woman worried everyone.
","이 여인의 실종은 정말 알 수 없어 모두들 무척 걱정했다.
"
"Dallas played Chicago for the football championship.
","달라스팀이 시카고팀과 축구 우승자리를 놓고 다투고 있다.
"
"It was bitterly cold.
","날씨가 매우 춥다.
"
"You must seek redress in the law courts for the damage to your car.
","너는 법정에서 너의 차가 입은 손해에 대한 배상을 요구해야만 한다.
"
"Cheese belongs with salad as much as it does with wine.
","치즈는 술과 잘 어울리고, 샐러드와도 똑같이 잘 어울린다.
"
"There's nothing to do because tomorrow is a holiday.
","내일이 휴일이기 때문에, 할 일이 없다.
"
"He's clever but he won't succeed because he lacks drive.
","그는 총명하지만 성공할 리 없다. 왜냐하면 그는 추진력이 부족하기 때문이다.
"
"He tried to explain but seemed unable .
","그는 설명하고 싶었지만 할 수 없을 것 같았다.
"
"He said that he had been writing for an hour.
","그는 그가 이미 한 시간을 썼다고 말했다.
"
"There are seven of us altogether.
","우리는 모두 일곱 명이다.
"
"He muttered a threat.
","그는 중얼거리며 위협적인 말을 했다.
"
"We expect you to finish it in time.
","우리는 당신이 즉시 그것을 완성하기를 바랍니다.
"
"The number of students has been increasing.
","학생의 수가 계속 증가하고 있다.
"
"Who rules the worldisland commands the world.
","세계섬을 통치하는 사람이 전세계를 지배할 수 있다.
"
"It's a luxury for me to be able to sleep this late.
","이렇게 늦게까지 잘 수 있다는 것은 나로서는 일종의 사치이다.
"
"He refused to give way and admit he was wrong.
","그는 절대로 양보하지도 않고, 잘못을 인정하려고 하지도 않았다.
"
"His behaviour at the party was most regrettable.
","그의 연회에서의 행동은 사람들에게 깊은 유감을 안겨 주었다.
"
"I was born on November first,nineteen thirty-five.
","나는1935년11월 1일에 태어났다.
"
"Tears choked her words.
","눈물이 그녀로 하여금 목이 메어 말을 하지 못하게 했다.
"
"What's your angle,anyway ?.
","어쨌든, 너는 무슨 모략을 꾸미고 있는 거니?
"
"I have no time to stay.
","나는 머물러 있을 시간이 없다.
"
"Don't cast away these old papers; they might come in useful.
","이 신문지들을 버리지 마라. 그것은 아마 쓸데가 있을 것이다.
"
"This atlas goes here .
","이 지도집을 이 책꽂이에 놓아도 된다.
"
"I will follow you wherever you go.
","나는 네가 가려는 어떤 곳이든지 너 따라 하겠다.
"
"How can we prevent this disease from spreading?
","우리는 어떻게 해야 이 질병이 만연되는 것을 방지할 수 있습니까?
"
"I waited only a short time before he appeared.
","내가 오래 기다리지 않아서 그가 곧 나타났다.
"
"You had better reserve your energies for the new task.
","너는 새 일을 위해 정력을 남겨 놓는 게 좋겠다.
"
"The government's actions have been vindicated by the improvement in living standards.
","국민들의 생활 수준이 높아진 것은 정부의 행동이 옳았다는 것을 증명한다.
"
"I've told you again and again not to play there.
","나는 일찌기 반복해서 너에게 거기에 가서 놀지 말라고 말했었다.
"
"I am unhappy about letting her go alone.
","나는 그녀 혼자서 가게 하는 것이 안심이 되지 않는다.
"
"This painting depicts the Battle of Waterloo.
","이 그림은 워털루 전역을 묘사한다.
"
"The sun,the stars,and the moon are celestial bodies.
","태양, 별, 달은 모두 천체이다.
"
"I guess I'm just about the happiest girl in the world.
","나는 아마도 세계에서 가장 행복한 소녀인 것 같다.
"
"Is anybody listening?
","누가 듣고 있습니까?
"
"She won't go with me to the movies although she likes me.
","그녀는 비록 나를 좋아하지만, 나와 영화를 보러 가려 하지 않는다.
"
"I collaborated with him in writing a play.
","나는 그와 함께 극본을 하나 썼다.
"
"The immigrants soon merged with the other citizens.
","그 이주민들은 아주 빠르게 기타 시민들과 융합하기 시작했다.
"
"He looks worn-out from the long trip.
","그는 장거리 여행으로 아주 피곤해 보였다.
"
"Thank you,darling,for all those good wishes.
","여보, 당신의 우리들에 대한 아름다운 축원 고마워요.
"
"Chiefly,I ask you to remember to write to your mother.
","먼저 나는 네가 너의 어머니에게 편지를 쓸것을 요구한다.
"
"She had her supper and went to bed soon afterwards.
","그는 저녁을 먹고 얼마 지나지 않아서 곧 잠을 자러갔다.
"
"Arthur raised a hand expostulatingly.
","Arthur는 한 손을 들어서 항의를 표시했다.
"
"Many war criminals were proceeded against following World War II.
","제2차 세계대전 후 많은 전범들은 공소를 제기당했다.
"
"He was called up in 1917.
","그는 1982년에 소집에 응하여 입대했다.
"
"They kept a careful watch over the vineyard throughout the growing season.
","전체 생장 계절에, 그들은 모두 주의깊게 포도원을 지킨다.
"
"I was so cold my teech were chattering.
","나는 추워서 이가 덜덜 떨린다.
"
"He was dissatisfied at getting no better treatment.
","그는 더 좋은 대우를 받지 못하는 것에 대해 불만을 느꼈다.
"
"He swerved his car over to the side of the road.
","그는 급속하게 차를 길가로 틀었다.
"
"I found myself solus.
","나는 내자신이 매우 외롭다는 것을 발견했다.
"
"Kindly reconsider your decision and let us know the result as early as possible.
","다시 당신측의 결정을 고려하셔서 가능한 한 빨리 결과를 통지해 주십시오.
"
"He writes me a letter every day,but I don't write back very often.
","그는 내게 매일 편지를 쓰나, 나는 자주 답장을 하지 않는다.
"
"I passed the pub on my way to the library.
","나는 도서관 가는 길에 그 술집을 지났다.
"
"They dug up some interesting facts about her.
","그들은 그녀에 관한 약간의 재미 있는 사실을 찾아냈다.
"
"Too much drink intoxicated them.
","그들은 술 마시는 것이 너무 지나쳐서 취했다.
"
"York and the surrounding countryside.
","York 및 그 주위의 마을.
"
"The soldier's name was a byword for bravery.
","그 전사의 이름은 원래 용감의 대명사이다.
"
"The news of your music scholarship to the University made my day.
","네가 대학의 음악 장학금을 받았다는 소식이 나를 매우 기쁘게 했다.
"
"If acceptance should be refused,please have the bill protested.
","만약 인수를 거절하신다면, 거부 증서를 발행해 주시기 바랍니다.
"
"I feel rough today.
","나는 오늘 몸이 좀 안 좋다.
"
"I lodged a complaint against him with the police.
","나는 경찰에게 고소장을 올려 그를 고소했다.
"
"He reined up.
","그는 고삐를 잡아서 전진을 멈추었다.
"
"We look forward to having you back as soon as you can comfortably get around.
","일단 네가 자유롭게 활동할 수 있게 되면, 우리는 너를 데리고 돌아 올 것이다.
"
"This book states the case for women's rights very clearly.
","이 책은 아주 정확하게 여자의 권리를 쟁취하는 문제를 밝혔다.
"
"childhood is blessed state.
","어린시절은 축복 받은 환경이었다.
"
"He is in stir.
","그는 수감되었다.
"
"I need ↔1 but I'm 5p short; I've only got 95p.
","나는 1파운드를 필요로 하지만 아직 5펜스가 부족하다. 나는 95펜스만을 가지고 있다.
"
"Tom related some amusing stories about his classmates to his parents.
","톰은 동학들에 관한 재미있는 일을 그의 부모님께 얘기해 드렸다.
"
"Most of my salary is swallowed up by school fees.
","나의 대부분의 월급은 모두 학비로 쓰여진다.
"
"This land sinks gradually to the lake.
","이 땅은 점차 호수가 쪽으로 경사지고 있다.
"
"The President first surveyed the current situation.
","대통령은 먼저 목전의 정세를 종합하고 관찰했다.
"
"His conduct vexed his mother.
","그의 행동은 그의 어머니를 괴롭게 했다.
"
"His property was shared out between his children.
","그의 재산은 그의 아이들에게 고루 분배되었다.
"
"I smell something burning.
","나는 어떤 것에서 탄내가 나는지 맡았다.
"
"We will meet again tomorrow afternoon.
","우리는 내일 오후에 다시 만날 것이다.
"
"We find it impossible to ask our end-user to accept the delayed delivery.
","우리는 우리 측 소비자가 물품 인도 연기를 받아들이게금 하는 것은 불가능한 것이라고 느꼈다.
"
"I want an immediate reply.
","나는 즉각적인 대답을 원한다.
"
"It's two blocks straight ahead.
","두 지역을 계속 앞으로만 걸었다.
"
"Seldom had she been asked to speak before such a big audience.
","그녀는 이렇게 많은 청중 앞에서 얘기하도록 초청 받은 적이 거의 없다.
"
"She is the last wife for a farmer.
","그녀는 농장 주인의 부인으로 매우 적당하지 않다.
"
"I thoroughly enjoyed reading each page.
","나는 아주 기쁘게 편지 한 장 한 장을 읽었다.
"
"He has rounded out twenty years in the consular service.
","그는 영사관에서 일한 지 꼭 20년이 되었다.
"
"Nobody knows who or what drove him on to commit that folly.
","누가 혹은 무슨 일이 그가 그런 어리석은 일을 하도록 부추겼는지 아무도 모른다.
"
"We came in sight of land.
","우리는 육지가 보이는 곳에 도착했다.
"
"Tiny pieces of substance were spun off by the sun to form the planets.
","작은 덩어리 물질은 태양에 던져져서 각 행성을 형성했다.
"
"My life alternated between work and sleep.
","나의 생활은 바로 일이 끝나면 자고, 자고 나면 또 일하는 것이다.
"
"I wish the rain would stop.
","나는 비가 오지 않기를 바란다.
"
"I'm trying to start up a swimming club.
","나는 한 수영클럽을 세우려고 노력하고 있다.
"
"She dipped into medicine a few years ago.
","그녀는 몇 년전에 이미 의학에 조금 손을 댄 적이 있다.
"
"He wanted to go skiing,but I argued him out of it.
","그는 스키 타러 가길 원했다. 그러나 난 가지 말라고 권했다.
"
"I called at Mr.Brown's yesterday.
","어제 나는 Brown선생의 댁을 방문했다.
"
"He said some biting things about my homework.
","나의 숙제에 대하여 그는 약간 비난하는 말을 했다.
"
"His sermon awoke me to a sense of sin.
","그의 설교는 나로 하여금 자신의 죄악을 깨닫게 했다.
"
"People become uninhibited when they drink.
","사람은 술에 취하면 거리끼는 것이 없다. 
"
"Nothing is hard in this world if you dare to scale the heights.
","세상에는 어려운 일이 없다, 다만 오르려고만 하면.
"
"They greeted each other with bear hugs.
","그들은 만났을 때에 서로 열렬히 껴안았다.
"
"His introduction to the President was the making of him.
","그의 성공은 매체를 통해 대통령을 알현했기 때문이다.
"
"Anyone seen carrying bags,boxes,or whatever,was stopped by the police.
","어떤 가방이나 상자 혹은 유사한 물건을 가진 사람들이 보이면 경찰은 그를 막아 세웠다.
"
"He went to the aid of the hurt man.
","그는 앞으로 나아가서 그 부상당한 남자를 도왔다.
"
"He idolizes his father.
","그의 아버지는 그의 숭배의 대상이다.
"
"Did you have a good flight?
","너의 이번 비행기 여행은 순조로웠니?
"
"he was very much put about by the news of the illness of his fellow worker.
","동료가 병이 났다는 소식을 듣고, 그는 매우 슬펐다.
"
"He kept bumbling on about something.
","그는 더듬거리며 계속 이야기했다.
"
"The shape of Italy is like a boot.
","이태리의 지형은 마치 장화같다.
"
"We felt an intangible presence in the room.
","우리는 방에 만질 수 없는 무엇이 있다는 것을 느꼈다.
"
"I haven't any money; can I give you an IOU for ↔5?
","나는 돈이 없다. 내가 당신에게 5파운드를 빌렸다는 차용증서를 줘도 되겠습니까?
"
"We are all bound up in the study of Lenin's State and Revolution.
","우리 모두는 레닌의 <국가와 혁명>을 열심히 공부하고 있다.
"
"Heaven send my son comes back safely.
","하나님이 우리 아들이 평안히 돌아올 수 있도록 보호해 주시기를 바랍니다.
"
"He's got a chip on his shoulder about not having gone to university.
","그는 대학에 가지 못해서 아주 불평했다.
"
"It will give you an opportunity to round out your experience.
","이것은 전면적인 경험을 얻을 수 있는 기회를 너에게 줄 것이다.
"
"You have been a great teacher and an even better friend.
","당신은 줄곧 매우 좋은 선생님이셨고 또한 좋은 친구입니다.
"
"The makers have recalled a lot of cars that were unsafe.
","제조사는 대량의 불안전한 자동차를 회수했다.
"
"This is a herbiferous region.
","이곳은 장초 지역이다.
"
"We'll pack the goods 10 dozen to a carton,gross weight around 25 kilos a carton.
","이 물건은 10타스를 1상자에 넣고, 상자의 총무게는 약 25킬로그램이다.
"
"The apple trees are fruiting early this year.
","사과나무는 금년에 매우 일찍 열매를 맺었다.
"
"The moment he relaxes his concentration,he will lapse into a stutter.
","그가 생각을 집중하지 않자 바로 말을 더듬기 시작하였다.
"
"He has just made a proposal acceptable to us all.
","그는 방금 우리 모두 받아들일 수 있는 건의를 하나 제의했다.
"
"He walked along as if favoring his sore foot.
","그는 길을 걸을 때 그의 그 시큰거리는 발을 특별히 조심스럽게 돌보는 것 같다.
"
"He lit up a cigarette and read on.
","그는 담배를 한 개피 붙이고 계속 읽어 내려갔다.
"
"His cello technique is unique.
","그의 첼로 기교는 유일무이한 것이다.
"
"I can't stay.I have to get along.
","나는 머물 수가 없다. 나는 가야만 한다.
"
"Those with babies were admitted before others.
","아이를 데리고 온 사람이 다른 사람들 보다 먼저 입장할 것을 허락한다.
"
"He had a valid excuse for arriving late at work.
","그는 충분한 이유가 있어 출근에 늦은 원인을 밝혔다.
"
"He has some share of his father's genius.
","그는 아버지의 천성을 조금 이어 받았다. 
"
"She's been a bit edgy lately,waiting for examination results.
","그녀는 최근에 시험 성적 발표를 기다리면서 줄곧 다소 긴장되어 있다.
"
"He whirled us about the city in his car.
","그는 차에 우리를 태우고 그 도시에서 빠르게 빙빙 돌았다.
"
"He spoke in an aside of his family.
","그는 본제에서 벗어나 그의 가정에 대해 이야기하기 시작했다.
"
"His books are always exactly so.
","그의 책은 늘 가지런히 배열되어 있다.
"
"Inflation knocked up much of the building industry in the U.S.
","통화팽창이 미국의 많은 건축 업무를 파괴시켰다.
"
"This wine is completely undrinkable.
","이 술은 정말로 먹을 수 없다.
"
"They went to church in their best bib and tucker.
","그들은 가장 좋은 옷을 입고 교회에 나간다.
"
"I've been overdoing it.
","나는 이미 너무 많은 일을 했다.
"
"I feel healthier after a visit to the countryside.
","시골에 갔다 온 후에 나는 몸이 더 건강해진 것 같다.
"
"Count off by threes!
","1에서 3까지 번호를 붙여라!
"
"We have contracted that firm for the job.
","우리는 그 회사와 이 일의 계약을 맺었다.
"
"I can't subscribe to unnecessary killing.
","나는 죄없는 사람을 마구잡이로 죽이는 것에 동의할 수 없다.
"
"He asked his brother to execute his will.
","그는 자신의 동생을 청해서 유언을 집행하게 했다.
"
"X rays and antibiotics are adjuvant to surgery.X.
","X-레이와 항생물질은 외과수술의 보조 의료물이다.
"
" lots of time.
","나는 시간이 아주 많다.
"
"He seemed resigned to his mother's death.
","그는 어머니의 죽음에 대해 순응하는 것 같다.
"
"The story remained in his memory.
","이 이야기는 그의 기억 속에 남아 있다.
"
"They all fled from the burning building.
","그들은 모두 불붙은 집에서 탈출해 나왔다.
"
"She'll come if she can.
","올 수만 있다면 그녀는 올 것이다.
"
"It is not easy to make out his ideas.
","그의 생각을 이해하기는 결코 쉽지않다.
"
"unreasonably,she still expects him to behave like a child.
","이치에 맞지 않는 것은 그녀는 여전히 그가 어린이 마냥 멋대로 행동하길 원한다.
"
"appoint observers to sit in on an international meeting
","옵저버들을 한 국제회의에 열석하도록 파견하다.
"
"A piano takes up a lot of room.
","한 대의 피아노가 매우 많은 공간을 차지한다.
"
"The building was burnt out and only the walls remained.
","집안의 내부는 모두 타버렸고, 다만 뼈대만이 남았다.
"
"I have a guilty conscience about forgetting to post your letter.
","나는 너의 편지를 부치느 것을 잊어버려서, 심히 불안함을 느낀다.
"
"He brushed the coat over.
","그는 외투를 위에서 아래로 한 번 쓸어 주었다.
"
"A parrot imitates human voices.
","앵무새는 사람 목소리를 흉내낸다.
"
"The thieves took some clothes and a few books,but nothing of great value.
","도둑은 약간의 옷과 책 몇 권을 훔쳐갔는데, 무슨 가치 있는 것은 없다.
"
"His private opinions were incongruous with his public statements.
","그 개인의 견해와 공개적인 진술과는 서로 모순된다.
"
"Don't sing the lines like that; speak them naturally.
","노래하듯이 대사를 말하지 말고 자연스럽게 말해라.
"
"He used to rail at the volume of paper-work he had to do.
","그는 이전에 너무 많은 문서 일을 해야 했기 때문에 늘 불평을 하였다.
"
"cheer up!
","기운 내! 파이팅!
"
"That delicate instrument can record very slight changes.
","그 정밀한 측정기구는 매우 세밀한 변화까지도 기록할 수 있다.
"
"He's gone to hospital for special treatment.
","그는 특수치료를 받으러 병원에 갔다.
"
"I hit him back.
","나는 그에게 반격을 가했다.
"
"The new car is now on sale.
","이런 새 자동차는 지금 판매중이다.
"
"The room was done over in traditional Chinese style.
","이 방은 중국 전통 스타일에 맞추어 새로 배치하였다.
"
"There are three empty houses in our street.
","우리의 이 길에는 세 채의 빈 집이 있다.
"
"We're great friends.
","우리는 절친한 친구이다.
"
"This tree runs to quite rart fruit.
","이 나무에서 자란 과실은 모두 매우 시다.
"
"The bushes broke my fall.
","그 관목숲들이 받치고 있어서, 나는 땅 위에 고꾸라지지 않았다.
"
"I hesitate to ask you,but will you lend me some money?
","나는 너에게 말을 하기 정말 미안한데, 너는 나에게 돈을 좀 빌려줄 수 있겠니?
"
"He is in hospital,suffering from a punctured lung.
","그는 폐가 천공되어 병원에 입원해 치료 했다.
"
"I was none the wiser after he'd explained everything.
","그가 모든 것을 다 설명한 후에도 나는 그다지 명료해지지 않았다.
"
"The road descends steeply.
","이 길은 가파르게 내려간다.
"
"I gave the book to her.
","나는 그 책을 그녀에게 주었다.
"
"We pulled away again the moment the shower stopped.
","소나기가 멈추자, 우리는 다시 배를 저어갔다.
"
"We are conquering nature.
","우리는 자연을 정복하고 있다.
"
"When your letter arrived,I was just in Hong Kong .
","당신의 편지가 도착하였을 때, 저는 마침 홍콩에 있었습니다.
"
"Principles often clash with interests.
","원칙은 항상 이익과 충돌한다.
"
"This hat cost me $10.
","이 모자는 나에게 10달러를 쓰게 했다.
"
"This depends on the purpose for which the exhaust steam is used.
","이것은 폐기된 증기가 쓰인 목적에 달려 있다.
"
"If the sheets aren't aired properly,they won't be dry; put them in the airing cupboard.
","시트가 햇볕에 잘 쬐이지 못하면 마르지 않으므로 그것들을 건조기에 넣으세요.
"
"The three children saved sixty pounds between them.
","세 아이들이 모두 60파운드를 모았다.
"
"I asked the minister if she had any comments about the election.
","나는 부장에게 그녀가 대선에 대해서 어떤 코멘트를 가지고 있는지의 여부를 물었다.
"
"hold out at street corners
","길모퉁이에서 이리저리 어슬렁거리다.
"
"Her caustic remark gave him a foretaste of her anger.
","그녀의 냉혹한 말은 그에게 그녀의 분노를 예감하게 했다.
"
"The fruit has spoilt in the hot sun.
","이 과일은 뜨거운 햇빛에 말라버렸다.
"
"I'm too busy to getaway.
","나는 너무 바빠서 떠날 수가 없다.
"
"Be sure to hand in your compositions this afternoon.
","반드시 오늘 오후에 작문을 제출해야 한다.
"
"We were relocated to the other side of town.
","우리는 공연히 도시의 다른 쪽에 배치되었다.
"
"I felt constrained to do what he told me.
","나는 나 자신이 그가 하라는 일을 억지로 하고 있다고 느꼈다.
"
"Early in the morning they embarked on the ship for Shanghai.
","그들은 일찍이 상해로 가는 배에 올랐다.
"
"We must look over the house before we decide to move in.
","이사해 들어가는 것을 결정하기 전에 우리는 반드시 집을 한번 보아야 한다.
"
"He gave his son some money for the purchase of his school books.
","그는 학교에서 쓰는 교과서를 사도록 아들에게 돈을 좀 건네 주었다.
"
"As soon as they finished basic training,the federal government shipped them out.
","그들이 기본 훈련을 미치자마자, 연방정부는 곧 그들을 국외로 보냈다.
"
"They are going to cast off the hunting dog.
","그들은 사냥개를 풀어 놓으려고 한다.
"
"It won't hurt him to wait for a while.
","그는 조금 기다려도 괜찮다.
"
"The girls excluded the boys from their conversation.
","여자아이들은 남자아이가 그녀들의 대화에 참가하는 것을 거절했다.
"
"The sight of the garden bears back the days when we lived in Paris.
","그 정원을 보고 우리는 그해 파리에 살던 날들을 회상했다.
"
"The man was hotly indignant at the insult.
","그 사람은 자신이 받은 모욕에 매우 분개했다.
"
"Both candidates are trying to sew up as many delegates as possible.
","두 입후보자는 가능한 한 많은 대표들의 지지를 쟁취하려고 있는 힘을 다하고 있다.
"
"The crowd pushed and shoved and the two boys got knocked about.
","군중들이 밀고 밀치고해서 그 두 남자아이들은 밀쳐서 여기저기 넘어지고 부딪쳤다.
"
"I don't go for men of this type.
","나는 그와 같은 부류의 남자를 좋아하지 않는다.
"
"contribute to the new edition of the book with comment and suggestions
","이 책의 신판의 질을 향상시키기 위해 비평과 건의를 제공한다.
"
"Most people of my father's generation have experienced war.
","우리 아버지 세대의 사람들은 거의 전쟁을 경험했다.
"
"I identified the criminal.
","나는 그 범인을 식별해 냈다.
"
"You'll wind up in prison if you go on behaving like that.
","만약 네가 계속 이렇게 한다면, 이것은 자신을 감옥으로 몰아 넣는 것이다.
"
"That use of English would make Shakespeare turn in his grave.
","영어를 그렇게 쓰면 무덤에 있는 세익스피어도 화를 낼 것이다.
"
"When its engine broke down,the car was immobilized for weeks.
","엔진이 고장났으니,  몇 주 동안이나 이 자동차는 부릴 수 없다.
"
"Enclose a stamped,self-addressed envelope with your letter.
","편지를 보낼 때 안에 우표를 붙이고, 이름과 주소를 쓴 편지봉투를 동봉해 주십시오.
"
"Which political party is in power now?
","지금 어느 정당이 집권합니까?
"
"I hope you'll get over being angry.
","나는 네가 자제하고 화 내지 않길 희망한다.
"
"Your unpunctuality crossed up the whole programme.
","네가 시간을 지키지 않아서 모든 계획을 망쳐버렸다.
"
"For proof the author refers to a passage from the text.
","증명을 위해서 작자는 원문을 검열했다.
"
"We were fitted up with what we needed at the repair workshop.
","수리 작업장에서 우리는 필요로 했던 물건을 얻었다.
"
"Habits are inherited.
","습관은 유전적이다.
"
"I see no reason for you to blow this minor issue up into a major one.
","나는 네가 이 작은 일을 과장해서 중대한 사건으로 만들 이유가 없다고 본다.
"
"He has done the quarter in 50"".
","그는 50초 동안 4분의 1를 뛰었다.
"
"Where is e going? －To attend a lecture.
","그녀는 어디에 갔니? 강연을 들으러 갔다.
"
"I climbed up to the top of the hill.
","나는 산꼭대기까지 올라갔다.
"
"He was busted for having marijuana.
","그는 마리화나를 갖고 있어서 체포되었다.
"
"I won't detain you .
","나는 너를 너무 오랜 시간 기다리게 하지 않을 것이다.
"
"We believe the above information will serve your purpose and hope to hear from you soon.
","우리는 상술한 소식이 귀 측의 수요를 만족할 것이라고 믿으며, 회신을 기다리겠습니다.
"
"They received ↔500 in recompense for the damage to their house.
","그들은 집이 부숴져 500파운드의 배상금을 받았다.
"
"He really cleaned up at the races today.
","그는 오늘의 경마에서 떼돈을 벌었다.
"
"She arrived at the station towards evening.
","그녀가 정거장에 도착했을때 날이 어두워지려 한다.
"
"She is going down to see what has happened outside.
","그녀는 내려가서 밖에 무슨 일이 생겼는지 보려고 한다.
"
"block up the log cabin
","통나무집에 담을 만들다.
"
"The doctor leaned over the sick child.
","의사는 아픈 아이에게로 몸을 구부렸다.
"
"Take your hat off.
","너의 모자를 벗어라.
"
"Have you finished correcting the students papers?
","학생들의 답안지를 다 고쳤습니까?
"
"His criticism is quite gratuitous.
","그의 비평은 전혀 근거가 없다.
"
"She turned away from him in repugnance.
","그녀는 극도로 질색을 하며 그의 면전에서 몸을 돌려 가버렸다.
"
"He felt himself lifted up.
","그는 자기의 몸이 들리는 것을 느꼈다.
"
"Somebody was pounding at the door.
","누군가가 심하게 문을 두드리고 있다.
"
"knock sb.down with one blow
","한방으로 누군가를 땅바닥에 쓰러뜨렸다.
"
"I could not bring myself to believe it.
","나는 자신이 이 일을 믿을 수 없다.
"
"I said I had not seen it,nor had I.
","나는 내가 그것을 보지 못했다고 말했는데 실제로도 보지 못했다.
"
"Dark clouds were making up in the west.
","서쪽에 먹구름이 모여 있다.
"
"We have received your letter of March 1 and would like to inform you of the following:
","당신측의 3월 10일 편지를 받고, 지금 다음과 같이 회답합니다.
"
"I hope the weather will hold up for the football match this afternoon.
","나는 날씨가 맑아서 오후 축구 시합이 진행될 수 있기를 바랍니다.
"
"The author referred to his teacher twice in his article.
","작가는 문장에서 두 번이나 그의 선생님을 언급했다.
"
"Records were checked in and verified.
","이미 기록에 대조까지 하였다.
"
"If he goes on like this he'll lose his job.
","그가 이렇게 계속한다면, 그는 일을 잃어버릴 것이다.
"
"They bought some spare parts for their tractors and asked us to mark them up.
","그들은 약간의 트랙터 부품을 사고 우리에게 장부에 기입하도록 했다.
"
"What class did you get,first,second or third?
","네가 받은 것은 몇 등급 학위입니까? 1등급, 2등급, 아니면 3등급?
"
"She was her country's saviour during the war.
","전쟁시에 그녀는 조국의 구세주였다.
"
"I decided to clear all the old clothes that we never wear.
","나는 입지 않는 오래된 옷들을 정리해 버리기로 결심했다.
"
"They go to the cinema once a week.
","그들은 일주일에 한 번 영화를 보러 간다.
"
"He was hell-bent on going in spite of the heavy rain.
","큰비가 오는데도 불구하고 그는 필사적으로 나가려고 한다.
"
"Which one would you like,the red or the blue?
","너는 어느 것을 원하니, 빨간 것 아니면 파란 것?
"
"We look in four or five times in a week
","우리는 일주일에 네 다섯 차례 텔레비젼을 본다.
"
"He tramped up and down the street waiting for his friend to come.
","그는 무거운 발걸음으로 길에서 왔다갔다하며, 친구가 오기를 기다리고 있다.
"
"The railway workers have voted to go back to work.
","철도 노동자들은 이미 투표로 일에 복귀하는 것에 찬성했다.
"
"The accident originated from carelessness.
","이 사건은 경솔하여서 일어난 것이다.
"
"Although he's a lawyer,he's principally employed in controlling a large business.
","그는 비록 변호사이지만, 주로 대기업을 관리하는데 초청을 받고 있다.
"
"This cloth won't wash .
","이런 옷감은 물세탁에 견디지 못한다.
"
"We can't go camping while the weather is so capricious.
","날씨가 이렇게 예측할 수도 없이 변해서 우리는 캠핑을 갈 수가 없다.
"
"He stirred the other boys to mischief.
","그는 다른 남자아이들을 부추겨서 장난치고 소란을 피웠다.
"
"This magazine has a circulation of 400000.
","이 잡지의 판매량은 40만 부이다.
"
